id,factory_no,machine_no,serial_no,part_no,timestamp,status
2264,70695,15602,6348942CL5R0156661577860220,a42CL3R,2001-11-12T08:16:00.000Z,beta_engine
2265,132913,11096,5209442CL8R0156661577860220,a42CL5R,2001-08-19T16:21:00.000Z,beta_engine
2266,258447,43167,586742CL7R0156661577860220,a42CL9R,2002-04-28T02:44:00.000Z,beta_engine
2267,64546,26908,6174442CL4R0156661577860220,a42CL3R,2002-02-01T00:38:00.000Z,beta_engine
2268,191767,45264,4240242CL9R0156661577860220,a42CL2R,2001-08-07T12:39:00.000Z,beta_engine
2269,395789,5966,1121542CL5R0156661577860220,a42CL3R,2003-01-16T06:04:00.000Z,beta_engine
2270,121116,34030,4119442CL4R0156661577860220,a42CL3R,2001-08-09T01:39:00.000Z,beta_engine
2271,147031,5077,2631842CL2R0156661577860220,a42CL4R,2001-09-04T12:52:00.000Z,beta_engine
2272,111018,6999,1298142CL5R0156661577860220,a42CL2R,2002-09-04T10:49:00.000Z,beta_engine
2273,199361,19034,1822042CL1R0156661577860220,a42CL1R,2001-10-02T09:15:00.000Z,beta_engine
2274,69133,16278,173242CL6R0156661577860220,a42CL8R,2002-03-16T03:51:00.000Z,beta_engine
2275,297147,26582,5644042CL7R0156661577860220,a42CL2R,2002-01-29T18:15:00.000Z,beta_engine
2276,268949,29107,4718142CL3R0156661577860220,a42CL6R,2001-06-19T21:38:00.000Z,beta_engine
2277,110070,2105,553242CL6R0156661577860220,a42CL9R,2002-11-12T16:42:00.000Z,beta_engine
2278,55747,12490,3438842CL5R0156661577860220,a42CL7R,2001-07-26T22:29:00.000Z,beta_engine
2279,25158,26961,1422342CL5R0156661577860220,a42CL2R,2003-02-21T01:07:00.000Z,beta_engine
2280,92976,15604,2849442CL3R0156661577860220,a42CL1R,2001-07-25T09:28:00.000Z,beta_engine
2281,70185,15549,6516142CL9R0156661577860220,a42CL8R,2002-06-19T03:14:00.000Z,beta_engine
2282,198219,17779,946642CL6R0156661577860220,a42CL3R,2001-02-13T12:52:00.000Z,beta_engine
2283,139634,21594,4674342CL4R0156661577860220,a42CL9R,2002-01-11T00:33:00.000Z,beta_engine
2284,191463,13721,2644842CL8R0156661577860220,a42CL2R,2002-02-07T13:19:00.000Z,beta_engine
2285,278141,15880,4641142CL8R0156661577860220,a42CL9R,2002-08-14T05:13:00.000Z,beta_engine
2286,506949,9461,6308342CL9R0156661577860220,a42CL3R,2001-12-16T13:40:00.000Z,beta_engine
2287,364942,29945,4521442CL7R0156661577860220,a42CL4R,2002-07-11T22:50:00.000Z,beta_engine
2288,319281,12406,4662642CL5R0156661577860220,a42CL2R,2001-07-21T14:57:00.000Z,beta_engine
2289,52526,3386,6007342CL1R0156661577860220,a42CL5R,2002-01-22T16:14:00.000Z,beta_engine
2290,291521,19585,3130542CL1R0156661577860220,a42CL2R,2001-03-26T05:24:00.000Z,beta_engine
2291,171516,13844,795042CL7R0156661577860220,a42CL2R,2002-03-15T07:53:00.000Z,beta_engine
2292,59769,12093,3182142CL3R0156661577860220,a42CL4R,2002-01-20T14:31:00.000Z,beta_engine
2293,394442,24058,5118642CL8R0156661577860220,a42CL7R,2003-05-28T13:46:00.000Z,beta_engine
2294,33476,2940,2554342CL6R0156661577860220,a42CL2R,2001-09-14T07:56:00.000Z,beta_engine
2295,175544,31888,6179742CL1R0156661577860220,a42CL5R,2002-03-09T00:49:00.000Z,beta_engine
2296,151231,8132,2267342CL3R0156661577860220,a42CL6R,2002-04-13T18:35:00.000Z,beta_engine
2297,94146,30565,3824942CL6R0156661577860220,a42CL5R,2002-01-05T08:25:00.000Z,beta_engine
2298,306588,29890,6550442CL1R0156661577860220,a42CL3R,2002-08-03T05:46:00.000Z,beta_engine
2299,31441,9067,1555842CL2R0156661577860220,a42CL1R,2001-05-26T11:09:00.000Z,beta_engine
2300,118899,13593,3994442CL5R0156661577860220,a42CL4R,2001-11-07T21:45:00.000Z,beta_engine
2301,81890,5317,3489642CL8R0156661577860220,a42CL8R,2001-04-02T18:48:00.000Z,beta_engine
2302,197418,45436,5747342CL9R0156661577860220,a42CL1R,2001-06-29T20:49:00.000Z,beta_engine
2303,86367,19503,2090942CL9R0156661577860220,a42CL9R,2002-06-14T12:12:00.000Z,beta_engine
2304,337509,2065,4483042CL7R0156661577860220,a42CL5R,2001-11-26T02:26:00.000Z,beta_engine
2305,372665,19706,1761342CL2R0156661577860220,a42CL7R,2001-09-17T04:33:00.000Z,beta_engine
2306,193514,23565,3953242CL9R0156661577860220,a42CL3R,2002-03-29T04:13:00.000Z,beta_engine
2307,137608,7778,5207142CL3R0156661577860220,a42CL7R,2002-02-21T08:18:00.000Z,beta_engine
2308,85361,9939,5947642CL4R0156661577860220,a42CL6R,2002-02-04T02:48:00.000Z,beta_engine
2309,133118,19361,1607842CL2R0156661577860220,a42CL1R,2001-08-15T16:49:00.000Z,beta_engine
2310,88224,61521,294542CL1R0156661577860220,a42CL9R,2002-04-18T12:01:00.000Z,beta_engine
2311,90726,13142,5767942CL6R0156661577860220,a42CL6R,2001-08-22T19:54:00.000Z,beta_engine
2312,220593,4042,655142CL4R0156661577860220,a42CL1R,2001-08-07T15:39:00.000Z,beta_engine
2313,254575,32545,2285742CL9R0156661577860220,a42CL2R,2001-03-09T08:41:00.000Z,beta_engine
2314,97914,14854,3409842CL8R0156661577860220,a42CL2R,2002-05-21T05:12:00.000Z,beta_engine
2315,409039,16422,1409542CL4R0156661577860220,a42CL4R,2001-12-22T22:33:00.000Z,beta_engine
2316,600361,36943,5115142CL8R0156661577860220,a42CL8R,2001-10-21T19:09:00.000Z,beta_engine
2317,86129,5407,5440342CL6R0156661577860220,a42CL7R,2002-04-19T14:37:00.000Z,beta_engine
2318,178912,28064,91042CL6R0156661577860220,a42CL3R,2001-11-17T03:38:00.000Z,beta_engine
2319,142436,20876,3028742CL5R0156661577860220,a42CL8R,2001-11-05T23:22:00.000Z,beta_engine
2320,157576,17406,3665942CL7R0156661577860220,a42CL6R,2001-06-22T08:01:00.000Z,beta_engine
2321,62336,14628,1644342CL9R0156661577860220,a42CL3R,2002-02-18T06:25:00.000Z,beta_engine
2322,81516,12036,787542CL3R0156661577860220,a42CL2R,2000-11-22T15:26:00.000Z,beta_engine
2323,43475,12071,5475642CL7R0156661577860220,a42CL5R,2002-04-28T02:46:00.000Z,beta_engine
2324,320505,4692,2781442CL9R0156661577860220,a42CL9R,2002-04-08T19:27:00.000Z,beta_engine
2325,229747,18429,3953442CL8R0156661577860220,a42CL2R,2001-02-28T12:25:00.000Z,beta_engine
2326,128007,12375,2198542CL3R0156661577860220,a42CL4R,2003-02-23T14:00:00.000Z,beta_engine
2327,103609,10238,109542CL8R0156661577860220,a42CL3R,2001-08-29T04:08:00.000Z,beta_engine
2328,144396,21437,1088542CL1R0156661577860220,a42CL6R,2001-08-08T21:18:00.000Z,beta_engine
2329,142599,6815,6092942CL4R0156661577860220,a42CL2R,2001-02-12T21:55:00.000Z,beta_engine
2330,61960,15506,483242CL8R0156661577860220,a42CL6R,2002-08-03T12:06:00.000Z,beta_engine
2331,187074,17547,1695542CL9R0156661577860220,a42CL5R,2002-02-26T00:03:00.000Z,beta_engine
2332,179576,15751,62842CL4R0156661577860220,a42CL4R,2002-03-08T08:40:00.000Z,beta_engine
2333,43317,37098,1450142CL6R0156661577860220,a42CL9R,2002-02-01T07:57:00.000Z,beta_engine
2334,259612,20015,2193942CL9R0156661577860220,a42CL2R,2002-02-08T19:57:00.000Z,beta_engine
2335,79035,30798,1222342CL2R0156661577860220,a42CL8R,2002-01-26T03:00:00.000Z,beta_engine
2336,66635,14643,5294442CL8R0156661577860220,a42CL8R,2001-05-25T15:23:00.000Z,beta_engine
2337,74687,2704,2500542CL6R0156661577860220,a42CL1R,2001-04-01T05:24:00.000Z,beta_engine
2338,69993,32947,5072742CL9R0156661577860220,a42CL8R,2002-03-08T11:39:00.000Z,beta_engine
2339,123250,31321,1952742CL3R0156661577860220,a42CL8R,2001-11-27T19:34:00.000Z,beta_engine
2340,189439,56804,3242642CL5R0156661577860220,a42CL2R,2001-01-20T06:52:00.000Z,beta_engine
2341,119635,48556,322542CL9R0156661577860220,a42CL5R,2001-02-21T23:15:00.000Z,beta_engine
2342,173586,35319,4565942CL1R0156661577860220,a42CL6R,2001-10-18T23:40:00.000Z,beta_engine
2343,290718,7631,321942CL7R0156661577860220,a42CL5R,2001-12-30T19:28:00.000Z,beta_engine
2344,223813,29161,4775942CL4R0156661577860220,a42CL8R,2001-11-03T23:55:00.000Z,beta_engine
2345,73519,18633,367942CL6R0156661577860220,a42CL7R,2002-07-21T04:04:00.000Z,beta_engine
2346,36275,16135,3773542CL1R0156661577860220,a42CL5R,2001-02-28T05:27:00.000Z,beta_engine
2347,119052,14357,5768442CL5R0156661577860220,a42CL2R,2001-11-23T23:09:00.000Z,beta_engine
2348,115190,25830,6255042CL3R0156661577860220,a42CL2R,2002-07-04T17:52:00.000Z,beta_engine
2349,61286,16360,4906742CL5R0156661577860220,a42CL7R,2002-08-29T12:40:00.000Z,beta_engine
2350,337392,23255,3844142CL7R0156661577860220,a42CL1R,2002-02-21T00:30:00.000Z,beta_engine
2351,34176,89780,3427042CL1R0156661577860220,a42CL7R,2002-09-02T23:26:00.000Z,beta_engine
2352,69403,6258,5739542CL9R0156661577860220,a42CL8R,2001-09-27T22:28:00.000Z,beta_engine
2353,132904,11282,2906242CL8R0156661577860220,a42CL5R,2001-06-24T14:55:00.000Z,beta_engine
2354,126682,16222,5925242CL6R0156661577860220,a42CL2R,2002-05-24T10:38:00.000Z,beta_engine
2355,124793,2409,4916842CL8R0156661577860220,a42CL2R,2001-09-30T16:52:00.000Z,beta_engine
2356,293223,4846,2467742CL8R0156661577860220,a42CL9R,2002-01-18T17:12:00.000Z,beta_engine
2357,111958,17707,5290042CL3R0156661577860220,a42CL4R,2001-06-16T11:27:00.000Z,beta_engine
2358,143817,6281,301542CL8R0156661577860220,a42CL8R,2001-07-07T00:42:00.000Z,beta_engine
2359,232124,20211,4223742CL7R0156661577860220,a42CL3R,2001-06-28T08:28:00.000Z,beta_engine
2360,189175,9437,5070742CL3R0156661577860220,a42CL9R,2003-01-01T00:20:00.000Z,beta_engine
2361,66139,20392,2579742CL8R0156661577860220,a42CL3R,2001-01-21T21:31:00.000Z,beta_engine
2362,56167,19710,3974942CL2R0156661577860220,a42CL6R,2002-06-10T02:49:00.000Z,beta_engine
2363,99949,18184,339442CL4R0156661577860220,a42CL8R,2001-08-22T00:52:00.000Z,beta_engine
2364,259908,9270,3945042CL8R0156661577860220,a42CL7R,2001-10-02T00:32:00.000Z,beta_engine
2365,57124,13631,5409342CL4R0156661577860220,a42CL9R,2001-06-01T08:33:00.000Z,beta_engine
2366,240474,1163,983842CL4R0156661577860220,a42CL1R,2001-12-08T18:55:00.000Z,beta_engine
2367,53664,3942,113442CL6R0156661577860220,a42CL9R,2001-10-23T00:35:00.000Z,beta_engine
2368,95291,8903,1040042CL2R0156661577860220,a42CL6R,2001-09-08T06:14:00.000Z,beta_engine
2369,125329,11209,2346542CL4R0156661577860220,a42CL1R,2001-06-18T04:13:00.000Z,beta_engine
2370,74115,13885,3185442CL3R0156661577860220,a42CL4R,2002-03-04T09:23:00.000Z,beta_engine
2371,104229,7028,5318042CL1R0156661577860220,a42CL9R,2002-06-26T01:55:00.000Z,beta_engine
2372,183279,13219,4533442CL4R0156661577860220,a42CL5R,2002-08-13T07:14:00.000Z,beta_engine
2373,97057,13040,5671242CL3R0156661577860220,a42CL2R,2002-06-20T05:05:00.000Z,beta_engine
2374,147102,18148,5633942CL7R0156661577860220,a42CL5R,2001-08-17T09:07:00.000Z,beta_engine
2375,296294,38072,5033942CL2R0156661577860220,a42CL2R,2001-07-11T14:09:00.000Z,beta_engine
2376,151903,6430,5613142CL6R0156661577860220,a42CL3R,2001-11-02T18:00:00.000Z,beta_engine
2377,100542,9017,3325442CL6R0156661577860220,a42CL7R,2002-02-20T16:53:00.000Z,beta_engine
2378,190895,4075,5673642CL6R0156661577860220,a42CL5R,2001-10-13T19:42:00.000Z,beta_engine
2379,60361,33225,2721642CL9R0156661577860220,a42CL3R,2002-02-25T05:00:00.000Z,beta_engine
2380,183692,6622,1809242CL5R0156661577860220,a42CL4R,2000-08-22T09:50:00.000Z,beta_engine
2381,122350,15135,3530242CL7R0156661577860220,a42CL8R,2001-08-01T22:26:00.000Z,beta_engine
2382,230114,12175,1849242CL3R0156661577860220,a42CL9R,2001-01-09T17:16:00.000Z,beta_engine
2383,70506,8315,6103542CL2R0156661577860220,a42CL8R,2001-10-01T02:31:00.000Z,beta_engine
2384,160562,7084,348242CL1R0156661577860220,a42CL3R,2001-06-29T09:32:00.000Z,beta_engine
2385,235496,120,6115642CL2R0156661577860220,a42CL4R,2001-06-16T01:46:00.000Z,beta_engine
2386,174604,41682,2337942CL9R0156661577860220,a42CL2R,2001-06-11T06:50:00.000Z,beta_engine
2387,169838,16598,4620242CL2R0156661577860220,a42CL7R,2001-10-18T13:41:00.000Z,beta_engine
2388,115349,5382,523342CL1R0156661577860220,a42CL2R,2001-11-03T14:43:00.000Z,beta_engine
2389,159309,14489,4774842CL1R0156661577860220,a42CL5R,2002-07-24T02:24:00.000Z,beta_engine
2390,38160,3421,3517342CL9R0156661577860220,a42CL7R,2002-04-16T22:20:00.000Z,beta_engine
2391,123415,17133,4674942CL2R0156661577860220,a42CL7R,2002-12-10T18:26:00.000Z,beta_engine
2392,88124,7421,6537242CL9R0156661577860220,a42CL7R,2001-08-04T03:54:00.000Z,beta_engine
2393,74898,18145,3905942CL5R0156661577860220,a42CL2R,2002-03-04T08:58:00.000Z,beta_engine
2394,129866,13090,5369542CL7R0156661577860220,a42CL4R,2002-01-24T19:31:00.000Z,beta_engine
2395,142069,11139,4670742CL7R0156661577860220,a42CL4R,2002-05-10T20:56:00.000Z,beta_engine
2396,102232,19266,269542CL6R0156661577860220,a42CL1R,2001-10-03T06:04:00.000Z,beta_engine
2397,144136,12028,648042CL6R0156661577860220,a42CL1R,2002-01-03T16:50:00.000Z,beta_engine
2398,58524,26448,5844342CL7R0156661577860220,a42CL7R,2002-01-09T15:04:00.000Z,beta_engine
2399,148364,6108,6414442CL3R0156661577860220,a42CL4R,2002-04-07T02:12:00.000Z,beta_engine
2400,489361,47181,3624042CL1R0156661577860220,a42CL9R,2001-09-04T04:20:00.000Z,beta_engine
2401,116541,7749,126942CL3R0156661577860220,a42CL8R,2001-11-23T15:32:00.000Z,beta_engine
2402,46887,19752,3933342CL1R0156661577860220,a42CL1R,2002-08-24T11:11:00.000Z,beta_engine
2403,72754,12872,451842CL3R0156661577860220,a42CL2R,2001-10-18T10:28:00.000Z,beta_engine
2404,171024,15906,1666242CL7R0156661577860220,a42CL2R,2001-12-22T11:07:00.000Z,beta_engine
2405,22986,21795,1983742CL1R0156661577860220,a42CL5R,2002-08-26T12:31:00.000Z,beta_engine
2406,24088,31812,4135442CL6R0156661577860220,a42CL9R,2002-04-18T07:45:00.000Z,beta_engine
2407,186253,6763,2394242CL4R0156661577860220,a42CL9R,2002-06-19T07:49:00.000Z,beta_engine
2408,68083,17882,3568742CL6R0156661577860220,a42CL6R,2001-11-08T01:25:00.000Z,beta_engine
2409,254251,3728,3223342CL9R0156661577860220,a42CL4R,2001-12-11T20:13:00.000Z,beta_engine
2410,186252,9915,3673242CL8R0156661577860220,a42CL3R,2001-05-11T17:24:00.000Z,beta_engine
2411,209720,7607,1116042CL6R0156661577860220,a42CL3R,2001-05-20T12:08:00.000Z,beta_engine
2412,326502,7681,6089542CL1R0156661577860220,a42CL8R,2002-05-23T03:19:00.000Z,beta_engine
2413,130832,13699,5250542CL7R0156661577860220,a42CL2R,2001-12-17T20:25:00.000Z,beta_engine
2414,176756,28855,2152142CL6R0156661577860220,a42CL9R,2001-06-02T11:20:00.000Z,beta_engine
2415,102388,11308,2324942CL4R0156661577860220,a42CL6R,2001-09-03T23:36:00.000Z,beta_engine
2416,160508,18145,1272142CL4R0156661577860220,a42CL6R,2002-08-29T19:45:00.000Z,beta_engine
2417,111744,5190,1168942CL2R0156661577860220,a42CL1R,2002-02-03T18:26:00.000Z,beta_engine
2418,175382,9257,6394942CL6R0156661577860220,a42CL8R,2001-11-07T22:31:00.000Z,beta_engine
2419,100533,23840,3369642CL9R0156661577860220,a42CL6R,2002-12-13T13:47:00.000Z,beta_engine
2420,159539,14129,1330042CL5R0156661577860220,a42CL2R,2002-01-12T01:48:00.000Z,beta_engine
2421,280626,11141,2035742CL3R0156661577860220,a42CL8R,2002-04-30T20:48:00.000Z,beta_engine
2422,226615,45032,5576242CL6R0156661577860220,a42CL6R,2002-03-09T14:48:00.000Z,beta_engine
2423,107161,38815,1549842CL3R0156661577860220,a42CL9R,2001-10-03T15:40:00.000Z,beta_engine
2424,195199,13843,2776842CL6R0156661577860220,a42CL1R,2001-09-25T05:21:00.000Z,beta_engine
2425,176461,7773,5557942CL5R0156661577860220,a42CL2R,2000-08-23T15:13:00.000Z,beta_engine
2426,170726,5897,507442CL2R0156661577860220,a42CL1R,2001-11-30T21:52:00.000Z,beta_engine
2427,329197,10749,4423742CL1R0156661577860220,a42CL6R,2001-05-15T00:21:00.000Z,beta_engine
2428,146606,31979,4471942CL1R0156661577860220,a42CL2R,2001-11-07T17:14:00.000Z,beta_engine
2429,56808,5626,3783642CL7R0156661577860220,a42CL1R,2002-08-08T05:57:00.000Z,beta_engine
2430,25707,10466,3540342CL6R0156661577860220,a42CL7R,2001-04-22T21:30:00.000Z,beta_engine
2431,164191,70027,6012042CL1R0156661577860220,a42CL9R,2002-04-30T00:45:00.000Z,beta_engine
2432,43977,15984,5635142CL8R0156661577860220,a42CL6R,2001-11-01T22:46:00.000Z,beta_engine
2433,62993,7629,1513742CL7R0156661577860220,a42CL3R,2002-09-23T14:58:00.000Z,beta_engine
2434,168333,6618,283742CL1R0156661577860220,a42CL6R,2001-02-09T10:07:00.000Z,beta_engine
2435,56191,10096,2213942CL8R0156661577860220,a42CL6R,2001-11-24T06:42:00.000Z,beta_engine
2436,75557,12645,6428542CL1R0156661577860220,a42CL7R,2001-11-16T18:07:00.000Z,beta_engine
2437,48492,22209,1593442CL4R0156661577860220,a42CL1R,2001-04-04T11:02:00.000Z,beta_engine
2438,287501,2400,872442CL7R0156661577860220,a42CL3R,2001-09-21T05:45:00.000Z,beta_engine
2439,233309,16310,2395142CL7R0156661577860220,a42CL4R,2000-12-06T23:26:00.000Z,beta_engine
2440,66776,3448,3467942CL4R0156661577860220,a42CL7R,2001-05-03T05:03:00.000Z,beta_engine
2441,106857,5619,1299142CL9R0156661577860220,a42CL3R,2001-11-29T00:06:00.000Z,beta_engine
2442,33333,16195,3471242CL6R0156661577860220,a42CL1R,2001-10-25T15:14:00.000Z,beta_engine
2443,127334,25520,6261442CL3R0156661577860220,a42CL3R,2001-04-05T12:29:00.000Z,beta_engine
2444,271514,4155,4712542CL2R0156661577860220,a42CL9R,2002-02-09T00:35:00.000Z,beta_engine
2445,99372,23951,3609942CL8R0156661577860220,a42CL2R,2002-01-05T21:35:00.000Z,beta_engine
2446,205493,19903,6065642CL3R0156661577860220,a42CL7R,2003-01-30T12:02:00.000Z,beta_engine
2447,104801,25530,2859542CL9R0156661577860220,a42CL5R,2001-02-14T10:18:00.000Z,beta_engine
2448,78570,8461,4966942CL3R0156661577860220,a42CL3R,2001-07-13T01:01:00.000Z,beta_engine
2449,54493,2452,1761642CL4R0156661577860220,a42CL3R,2001-09-10T07:44:00.000Z,beta_engine
2450,215278,18994,3142742CL4R0156661577860220,a42CL5R,2001-09-23T16:54:00.000Z,beta_engine
2451,261868,10316,2552042CL4R0156661577860220,a42CL8R,2001-07-21T08:39:00.000Z,beta_engine
2452,135098,32662,141442CL9R0156661577860220,a42CL2R,2002-06-23T10:03:00.000Z,beta_engine
2453,223013,65579,2538742CL4R0156661577860220,a42CL4R,2001-10-17T15:27:00.000Z,beta_engine
2454,77122,22167,2611642CL1R0156661577860220,a42CL2R,2002-02-28T02:34:00.000Z,beta_engine
2455,105961,24532,5872842CL2R0156661577860220,a42CL4R,2002-03-06T12:05:00.000Z,beta_engine
2456,248898,13177,5549542CL4R0156661577860220,a42CL4R,2002-06-05T05:03:00.000Z,beta_engine
2457,130536,11632,5081442CL2R0156661577860220,a42CL3R,2001-11-29T10:29:00.000Z,beta_engine
2458,520727,8360,875742CL7R0156661577860220,a42CL5R,2002-08-17T15:37:00.000Z,beta_engine
2459,242869,5469,1767242CL1R0156661577860220,a42CL2R,2001-11-15T12:08:00.000Z,beta_engine
2460,296111,10867,2955942CL1R0156661577860220,a42CL9R,2002-01-31T11:27:00.000Z,beta_engine
2461,101919,55448,5641742CL3R0156661577860220,a42CL3R,2002-01-23T03:24:00.000Z,beta_engine
2462,230546,14929,526642CL8R0156661577860220,a42CL2R,2001-01-11T12:09:00.000Z,beta_engine
2463,230067,15490,3230442CL6R0156661577860220,a42CL4R,2002-11-28T12:36:00.000Z,beta_engine
2464,169831,6984,3611042CL8R0156661577860220,a42CL3R,2001-11-07T21:15:00.000Z,beta_engine
2465,175842,20059,880442CL5R0156661577860220,a42CL4R,2001-05-02T14:08:00.000Z,beta_engine
2466,25405,30742,4974142CL9R0156661577860220,a42CL2R,2001-10-26T11:29:00.000Z,beta_engine
2467,595353,28697,5747542CL2R0156661577860220,a42CL7R,2002-10-12T18:29:00.000Z,beta_engine
2468,26311,34629,4005042CL3R0156661577860220,a42CL8R,2002-03-13T14:48:00.000Z,beta_engine
2469,189230,5790,868842CL7R0156661577860220,a42CL1R,2002-04-23T04:34:00.000Z,beta_engine
2470,142652,16366,1422242CL4R0156661577860220,a42CL6R,2002-10-20T17:55:00.000Z,beta_engine
2471,227723,40029,5125642CL3R0156661577860220,a42CL5R,2001-11-28T05:48:00.000Z,beta_engine
2472,180153,11360,329742CL4R0156661577860220,a42CL3R,2000-01-01T01:00:00.000Z,beta_engine
2473,58165,5541,1078142CL9R0156661577860220,a42CL4R,2001-09-05T19:45:00.000Z,beta_engine
2474,44440,1567,2665042CL8R0156661577860220,a42CL2R,2001-10-22T21:00:00.000Z,beta_engine
2475,228990,4477,77042CL9R0156661577860220,a42CL3R,2001-02-03T10:11:00.000Z,beta_engine
2476,186467,18579,2413742CL8R0156661577860220,a42CL4R,2002-02-08T15:18:00.000Z,beta_engine
2477,179237,16922,3038542CL4R0156661577860220,a42CL4R,2002-02-06T00:33:00.000Z,beta_engine
2478,210021,29612,3620842CL4R0156661577860220,a42CL9R,2001-08-21T00:04:00.000Z,beta_engine
2479,21344,19119,644942CL1R0156661577860220,a42CL7R,2001-01-07T21:52:00.000Z,beta_engine
2480,184286,12292,375642CL3R0156661577860220,a42CL4R,2000-12-11T18:14:00.000Z,beta_engine
2481,134882,5560,6455042CL3R0156661577860220,a42CL6R,2001-06-09T08:07:00.000Z,beta_engine
2482,339482,46440,6459142CL9R0156661577860220,a42CL7R,2001-02-22T07:10:00.000Z,beta_engine
2483,273377,8791,4885742CL7R0156661577860220,a42CL4R,2002-05-04T02:04:00.000Z,beta_engine
2484,63013,18740,824942CL2R0156661577860220,a42CL3R,2002-03-11T06:18:00.000Z,beta_engine
2485,24067,15688,997842CL1R0156661577860220,a42CL7R,2002-01-21T19:36:00.000Z,beta_engine
2486,55921,30174,5393442CL2R0156661577860220,a42CL9R,2002-09-04T13:30:00.000Z,beta_engine
2487,566150,39960,4288442CL9R0156661577860220,a42CL4R,2000-12-15T12:52:00.000Z,beta_engine
2488,68195,5064,5742342CL3R0156661577860220,a42CL8R,2002-07-29T21:49:00.000Z,beta_engine
2489,235832,22505,2568442CL7R0156661577860220,a42CL8R,2001-05-19T02:43:00.000Z,beta_engine
2490,161404,18862,1305842CL8R0156661577860220,a42CL2R,2001-08-12T07:59:00.000Z,beta_engine
2491,208452,3491,4421642CL4R0156661577860220,a42CL1R,2001-09-19T17:40:00.000Z,beta_engine
2492,150606,6001,4920542CL1R0156661577860220,a42CL3R,2002-03-29T00:09:00.000Z,beta_engine
2493,287772,13538,4735642CL7R0156661577860220,a42CL1R,2002-02-15T17:05:00.000Z,beta_engine
2494,296812,16169,975142CL4R0156661577860220,a42CL5R,2002-07-19T10:41:00.000Z,beta_engine
2495,313090,7753,6255042CL8R0156661577860220,a42CL5R,2001-11-22T05:48:00.000Z,beta_engine
2496,197302,16118,1099542CL6R0156661577860220,a42CL5R,2002-05-27T11:48:00.000Z,beta_engine
2497,660674,15219,2640342CL9R0156661577860220,a42CL8R,2002-08-11T19:08:00.000Z,beta_engine
2498,162268,12002,808842CL4R0156661577860220,a42CL9R,2002-01-19T21:29:00.000Z,beta_engine
